instant,Date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp(°C),atemp,humidity(%),windspeed,Casual,Member,Total_rides,Weekday,Season
9935,2012-02-23,1,1,2,23,False,3,True,1,12.7,13.0,54.0,0.0,14,71,85,Thursday,Winter
9936,2012-02-24,1,1,2,0,False,4,True,2,12.7,13.0,58.0,9.7,12,34,46,Friday,Winter
9937,2012-02-24,1,1,2,1,False,4,True,1,12.7,13.0,62.0,20.9,3,15,18,Friday,Winter
9938,2012-02-24,1,1,2,2,False,4,True,3,11.7,12.0,77.0,30.6,1,4,5,Friday,Winter
9939,2012-02-24,1,1,2,3,False,4,True,1,11.7,12.0,82.0,14.5,0,5,5,Friday,Winter
9940,2012-02-24,1,1,2,4,False,4,True,1,10.8,11.0,87.0,14.5,0,2,2,Friday,Winter
9941,2012-02-24,1,1,2,5,False,4,True,2,10.8,11.0,87.0,20.9,1,25,26,Friday,Winter
9942,2012-02-24,1,1,2,6,False,4,True,2,10.8,11.0,87.0,17.7,2,80,82,Friday,Winter
9943,2012-02-24,1,1,2,7,False,4,True,2,10.8,11.0,76.0,24.1,7,265,272,Friday,Winter
9944,2012-02-24,1,1,2,8,False,4,True,2,9.9,10.0,76.0,35.4,17,452,469,Friday,Winter
9945,2012-02-24,1,1,2,9,False,4,True,3,8.9,6.0,81.0,27.4,15,229,244,Friday,Winter
9946,2012-02-24,1,1,2,10,False,4,True,3,8.9,7.0,81.0,17.7,22,119,141,Friday,Winter
9947,2012-02-24,1,1,2,11,False,4,True,2,8.9,8.0,81.0,11.3,27,136,163,Friday,Winter
9948,2012-02-24,1,1,2,12,False,4,True,2,10.8,11.0,76.0,14.5,27,201,228,Friday,Winter
9949,2012-02-24,1,1,2,13,False,4,True,2,11.7,12.0,71.0,11.3,30,153,183,Friday,Winter
9950,2012-02-24,1,1,2,14,False,4,True,2,13.6,14.0,67.0,11.3,5,26,31,Friday,Winter
9951,2012-02-24,1,1,2,15,False,4,True,3,10.8,11.0,87.0,20.9,11,83,94,Friday,Winter
9952,2012-02-24,1,1,2,16,False,4,True,3,10.8,11.0,87.0,20.9,12,166,178,Friday,Winter
9953,2012-02-24,1,1,2,17,False,4,True,3,11.7,12.0,94.0,11.3,14,242,256,Friday,Winter
9954,2012-02-24,1,1,2,18,False,4,True,2,11.7,12.0,94.0,0.0,11,289,300,Friday,Winter
9955,2012-02-24,1,1,2,19,False,4,True,2,12.7,13.0,88.0,11.3,6,227,233,Friday,Winter
9956,2012-02-24,1,1,2,20,False,4,True,1,12.7,13.0,62.0,45.1,8,159,167,Friday,Winter
9957,2012-02-24,1,1,2,21,False,4,True,1,11.7,12.0,35.0,86.9,1,151,152,Friday,Winter
9958,2012-02-24,1,1,2,22,False,4,True,1,10.8,11.0,37.0,62.8,4,102,106,Friday,Winter
9959,2012-02-24,1,1,2,23,False,4,True,1,9.9,10.0,37.0,74.0,10,76,86,Friday,Winter
9960,2012-02-25,1,1,2,0,False,5,False,1,8.9,6.0,43.0,41.8,5,56,61,Saturday,Winter
9961,2012-02-25,1,1,2,1,False,5,False,1,8.0,4.0,42.0,38.6,4,42,46,Saturday,Winter
9962,2012-02-25,1,1,2,2,False,5,False,1,7.0,4.0,45.0,27.4,1,37,38,Saturday,Winter
9963,2012-02-25,1,1,2,3,False,5,False,1,6.1,2.0,45.0,32.2,0,7,7,Saturday,Winter
9964,2012-02-25,1,1,2,4,False,5,False,1,6.1,2.0,42.0,35.4,0,2,2,Saturday,Winter
9965,2012-02-25,1,1,2,5,False,5,False,2,6.1,2.0,42.0,32.2,0,3,3,Saturday,Winter
9966,2012-02-25,1,1,2,6,False,5,False,2,6.1,2.0,42.0,32.2,1,12,13,Saturday,Winter
9967,2012-02-25,1,1,2,7,False,5,False,1,5.2,-0.0,45.0,48.3,3,20,23,Saturday,Winter
9968,2012-02-25,1,1,2,8,False,5,False,1,4.2,-1.0,48.0,32.2,3,90,93,Saturday,Winter
9969,2012-02-25,1,1,2,9,False,5,False,3,2.3,-3.0,75.0,35.4,15,107,122,Saturday,Winter
9970,2012-02-25,1,1,2,10,False,5,False,1,4.2,-1.0,60.0,38.6,24,159,183,Saturday,Winter
9971,2012-02-25,1,1,2,11,False,5,False,1,6.1,1.0,39.0,66.0,23,187,210,Saturday,Winter
9972,2012-02-25,1,1,2,12,False,5,False,1,7.0,2.0,29.0,70.8,41,217,258,Saturday,Winter
9973,2012-02-25,1,1,2,13,False,5,False,1,7.0,3.0,31.0,53.1,48,178,226,Saturday,Winter
9974,2012-02-25,1,1,2,14,False,5,False,1,7.0,2.0,29.0,59.5,35,181,216,Saturday,Winter
9975,2012-02-25,1,1,2,15,False,5,False,1,7.0,3.0,29.0,45.1,21,211,232,Saturday,Winter
9976,2012-02-25,1,1,2,16,False,5,False,1,7.0,2.0,26.0,62.8,32,163,195,Saturday,Winter
9977,2012-02-25,1,1,2,17,False,5,False,1,6.1,2.0,33.0,38.6,16,143,159,Saturday,Winter
9978,2012-02-25,1,1,2,18,False,5,False,1,6.1,1.0,28.0,62.8,7,126,133,Saturday,Winter
9979,2012-02-25,1,1,2,19,False,5,False,1,4.2,-2.0,33.0,48.3,12,137,149,Saturday,Winter
9980,2012-02-25,1,1,2,20,False,5,False,1,4.2,-2.0,30.0,59.5,10,95,105,Saturday,Winter
9981,2012-02-25,1,1,2,21,False,5,False,1,3.3,-2.0,35.0,35.4,5,80,85,Saturday,Winter
9982,2012-02-25,1,1,2,22,False,5,False,1,3.3,-3.0,38.0,49.9,4,78,82,Saturday,Winter
9983,2012-02-25,1,1,2,23,False,5,False,1,3.3,-3.0,41.0,45.1,7,84,91,Saturday,Winter
9984,2012-02-26,1,1,2,0,False,6,False,1,3.3,-2.0,41.0,38.6,7,63,70,Sunday,Winter
9985,2012-02-26,1,1,2,1,False,6,False,1,3.3,-2.0,44.0,35.4,5,50,55,Sunday,Winter
9986,2012-02-26,1,1,2,2,False,6,False,1,3.3,-2.0,44.0,35.4,5,37,42,Sunday,Winter
9987,2012-02-26,1,1,2,3,False,6,False,1,3.3,-1.0,41.0,20.9,0,21,21,Sunday,Winter
9988,2012-02-26,1,1,2,4,False,6,False,1,3.3,-1.0,41.0,20.9,1,5,6,Sunday,Winter
9989,2012-02-26,1,1,2,5,False,6,False,1,2.3,-2.0,44.0,24.1,0,5,5,Sunday,Winter
9990,2012-02-26,1,1,2,6,False,6,False,1,2.3,-3.0,44.0,35.4,0,2,2,Sunday,Winter
9991,2012-02-26,1,1,2,7,False,6,False,1,1.4,-4.0,51.0,32.2,2,20,22,Sunday,Winter
9992,2012-02-26,1,1,2,8,False,6,False,1,1.4,-3.0,51.0,27.4,2,57,59,Sunday,Winter
9993,2012-02-26,1,1,2,9,False,6,False,1,2.3,-2.0,47.0,24.1,11,76,87,Sunday,Winter
9994,2012-02-26,1,1,2,10,False,6,False,1,4.2,1.0,41.0,17.7,27,161,188,Sunday,Winter
9995,2012-02-26,1,1,2,11,False,6,False,1,5.2,1.0,41.0,30.6,43,184,227,Sunday,Winter
9996,2012-02-26,1,1,2,12,False,6,False,1,6.1,4.0,39.0,14.5,49,256,305,Sunday,Winter
9997,2012-02-26,1,1,2,13,False,6,False,1,7.0,6.0,36.0,0.0,58,267,325,Sunday,Winter
9998,2012-02-26,1,1,2,14,False,6,False,1,8.0,7.0,31.0,0.0,68,263,331,Sunday,Winter
9999,2012-02-26,1,1,2,15,False,6,False,1,8.9,7.0,29.0,0.0,72,281,353,Sunday,Winter
10000,2012-02-26,1,1,2,16,False,6,False,1,8.9,6.0,32.0,27.4,64,275,339,Sunday,Winter
10001,2012-02-26,1,1,2,17,False,6,False,1,8.9,7.0,32.0,24.1,46,241,287,Sunday,Winter
10002,2012-02-26,1,1,2,18,False,6,False,1,8.0,5.0,36.0,30.6,17,199,216,Sunday,Winter
10003,2012-02-26,1,1,2,19,False,6,False,1,8.0,6.0,34.0,17.7,13,130,143,Sunday,Winter
10004,2012-02-26,1,1,2,20,False,6,False,1,7.0,5.0,42.0,17.7,9,79,88,Sunday,Winter
10005,2012-02-26,1,1,2,21,False,6,False,1,6.1,4.0,45.0,14.5,8,75,83,Sunday,Winter
10006,2012-02-26,1,1,2,22,False,6,False,1,6.1,3.0,42.0,24.1,3,68,71,Sunday,Winter
10007,2012-02-26,1,1,2,23,False,6,False,1,4.2,1.0,56.0,17.7,5,59,64,Sunday,Winter
10008,2012-02-27,1,1,2,0,False,0,True,1,4.2,-0.0,60.0,27.4,2,27,29,Monday,Winter
10009,2012-02-27,1,1,2,1,False,0,True,1,4.2,1.0,65.0,24.1,0,6,6,Monday,Winter
10010,2012-02-27,1,1,2,2,False,0,True,1,4.2,-1.0,70.0,32.2,0,4,4,Monday,Winter
10011,2012-02-27,1,1,2,3,False,0,True,1,3.3,-0.0,75.0,17.7,0,2,2,Monday,Winter
10012,2012-02-27,1,1,2,4,False,0,True,1,2.3,-1.0,80.0,14.5,0,1,1,Monday,Winter
10013,2012-02-27,1,1,2,5,False,0,True,1,2.3,-1.0,80.0,14.5,0,16,16,Monday,Winter
10014,2012-02-27,1,1,2,6,False,0,True,1,3.3,-1.0,70.0,27.4,1,89,90,Monday,Winter
10015,2012-02-27,1,1,2,7,False,0,True,1,3.3,-1.0,60.0,24.1,2,278,280,Monday,Winter
10016,2012-02-27,1,1,2,8,False,0,True,1,3.3,-0.0,60.0,0.0,14,514,528,Monday,Winter
10017,2012-02-27,1,1,2,9,False,0,True,1,4.2,1.0,60.0,20.9,11,219,230,Monday,Winter
10018,2012-02-27,1,1,2,10,False,0,True,1,7.0,4.0,45.0,27.4,16,88,104,Monday,Winter
10019,2012-02-27,1,1,2,11,False,0,True,1,8.9,6.0,43.0,27.4,11,92,103,Monday,Winter
10020,2012-02-27,1,1,2,12,False,0,True,1,10.8,11.0,37.0,32.2,13,164,177,Monday,Winter
10021,2012-02-27,1,1,2,13,False,0,True,1,10.8,11.0,43.0,30.6,23,159,182,Monday,Winter
10022,2012-02-27,1,1,2,14,False,0,True,1,13.6,14.0,36.0,30.6,24,134,158,Monday,Winter
10023,2012-02-27,1,1,2,15,False,0,True,1,16.4,17.0,25.0,45.1,24,150,174,Monday,Winter
10024,2012-02-27,1,1,2,16,False,0,True,1,17.4,18.0,26.0,48.3,20,266,286,Monday,Winter
10025,2012-02-27,1,1,2,17,False,0,True,1,17.4,18.0,24.0,48.3,26,503,529,Monday,Winter
10026,2012-02-27,1,1,2,18,False,0,True,1,16.4,17.0,27.0,45.1,10,517,527,Monday,Winter
10027,2012-02-27,1,1,2,19,False,0,True,1,15.5,16.0,29.0,41.8,16,318,334,Monday,Winter
10028,2012-02-27,1,1,2,20,False,0,True,1,14.6,15.0,33.0,38.6,11,208,219,Monday,Winter
10029,2012-02-27,1,1,2,21,False,0,True,1,13.6,14.0,36.0,30.6,14,181,195,Monday,Winter
10030,2012-02-27,1,1,2,22,False,0,True,1,12.7,13.0,44.0,27.4,9,83,92,Monday,Winter
10031,2012-02-27,1,1,2,23,False,0,True,1,11.7,12.0,50.0,17.7,6,50,56,Monday,Winter
10032,2012-02-28,1,1,2,0,False,1,True,1,11.7,12.0,54.0,14.5,0,10,10,Tuesday,Winter
10033,2012-02-28,1,1,2,1,False,1,True,1,9.9,10.0,62.0,17.7,0,6,6,Tuesday,Winter
10034,2012-02-28,1,1,2,2,False,1,True,1,10.8,11.0,54.0,11.3,1,2,3,Tuesday,Winter
10035,2012-02-28,1,1,2,3,False,1,True,1,10.8,11.0,32.0,38.6,0,6,6,Tuesday,Winter
10036,2012-02-28,1,1,2,4,False,1,True,1,7.0,3.0,42.0,38.6,0,2,2,Tuesday,Winter
10037,2012-02-28,1,1,2,5,False,1,True,1,7.0,3.0,42.0,38.6,1,20,21,Tuesday,Winter
10038,2012-02-28,1,1,2,6,False,1,True,1,6.1,2.0,45.0,35.4,1,100,101,Tuesday,Winter
10039,2012-02-28,1,1,2,7,False,1,True,1,5.2,1.0,45.0,32.2,12,313,325,Tuesday,Winter
10040,2012-02-28,1,1,2,8,False,1,True,1,4.2,-0.0,48.0,30.6,16,543,559,Tuesday,Winter
10041,2012-02-28,1,1,2,9,False,1,True,1,5.2,1.0,45.0,38.6,7,225,232,Tuesday,Winter
10042,2012-02-28,1,1,2,10,False,1,True,1,6.1,2.0,42.0,32.2,14,118,132,Tuesday,Winter
10043,2012-02-28,1,1,2,11,False,1,True,1,8.0,5.0,36.0,27.4,8,155,163,Tuesday,Winter
10044,2012-02-28,1,1,2,12,False,1,True,1,8.9,7.0,34.0,14.5,19,164,183,Tuesday,Winter
10045,2012-02-28,1,1,2,13,False,1,True,1,8.9,8.0,32.0,11.3,16,174,190,Tuesday,Winter
10046,2012-02-28,1,1,2,14,False,1,True,1,10.8,11.0,28.0,11.3,13,121,134,Tuesday,Winter
10047,2012-02-28,1,1,2,15,False,1,True,1,11.7,12.0,26.0,9.7,17,149,166,Tuesday,Winter
10048,2012-02-28,1,1,2,16,False,1,True,1,11.7,12.0,28.0,9.7,17,270,287,Tuesday,Winter
10049,2012-02-28,1,1,2,17,False,1,True,1,11.7,12.0,26.0,9.7,33,497,530,Tuesday,Winter
10050,2012-02-28,1,1,2,18,False,1,True,1,11.7,12.0,28.0,17.7,17,432,449,Tuesday,Winter
10051,2012-02-28,1,1,2,19,False,1,True,1,11.7,12.0,26.0,0.0,15,291,306,Tuesday,Winter
10052,2012-02-28,1,1,2,20,False,1,True,1,10.8,11.0,30.0,14.5,2,202,204,Tuesday,Winter
10053,2012-02-28,1,1,2,21,False,1,True,1,8.0,7.0,46.0,11.3,10,178,188,Tuesday,Winter
10054,2012-02-28,1,1,2,22,False,1,True,1,8.0,7.0,46.0,11.3,6,95,101,Tuesday,Winter
10055,2012-02-28,1,1,2,23,False,1,True,1,7.0,4.0,53.0,24.1,4,61,65,Tuesday,Winter
10056,2012-02-29,1,1,2,0,False,2,True,1,7.0,6.0,53.0,11.3,2,30,32,Wednesday,Winter
10057,2012-02-29,1,1,2,1,False,2,True,1,7.0,6.0,49.0,11.3,0,6,6,Wednesday,Winter
10058,2012-02-29,1,1,2,2,False,2,True,1,6.1,3.0,56.0,24.1,0,4,4,Wednesday,Winter
10059,2012-02-29,1,1,2,3,False,2,True,1,5.2,4.0,70.0,9.7,0,2,2,Wednesday,Winter
10060,2012-02-29,1,1,2,5,False,2,True,1,4.2,3.0,75.0,9.7,0,29,29,Wednesday,Winter
10061,2012-02-29,1,1,2,6,False,2,True,2,5.2,4.0,75.0,9.7,4,100,104,Wednesday,Winter
10062,2012-02-29,1,1,2,7,False,2,True,2,4.2,2.0,81.0,14.5,11,242,253,Wednesday,Winter
10063,2012-02-29,1,1,2,8,False,2,True,2,5.2,3.0,75.0,11.3,2,114,116,Wednesday,Winter
10064,2012-02-29,1,1,2,9,False,2,True,3,6.1,4.0,81.0,17.7,5,33,38,Wednesday,Winter
10065,2012-02-29,1,1,2,10,False,2,True,3,6.1,4.0,81.0,17.7,0,10,10,Wednesday,Winter
10066,2012-02-29,1,1,2,11,False,2,True,3,6.1,3.0,87.0,20.9,1,9,10,Wednesday,Winter
10067,2012-02-29,1,1,2,12,False,2,True,3,7.0,4.0,93.0,35.4,1,69,70,Wednesday,Winter
10068,2012-02-29,1,1,2,13,False,2,True,2,8.9,6.0,93.0,38.6,4,72,76,Wednesday,Winter
10069,2012-02-29,1,1,2,14,False,2,True,2,8.9,6.0,93.0,38.6,2,54,56,Wednesday,Winter
10070,2012-02-29,1,1,2,15,False,2,True,2,10.8,11.0,82.0,30.6,3,87,90,Wednesday,Winter
10071,2012-02-29,1,1,2,16,False,2,True,3,10.8,11.0,82.0,24.1,5,162,167,Wednesday,Winter
10072,2012-02-29,1,1,2,17,False,2,True,2,10.8,11.0,87.0,17.7,7,246,253,Wednesday,Winter
10073,2012-02-29,1,1,2,18,False,2,True,3,10.8,11.0,87.0,0.0,11,181,192,Wednesday,Winter
10074,2012-02-29,1,1,2,19,False,2,True,2,10.8,11.0,87.0,11.3,0,102,102,Wednesday,Winter
10075,2012-02-29,1,1,2,20,False,2,True,3,11.7,12.0,88.0,17.7,2,95,97,Wednesday,Winter
10076,2012-02-29,1,1,2,21,False,2,True,3,11.7,12.0,88.0,17.7,0,39,39,Wednesday,Winter
10077,2012-02-29,1,1,2,22,False,2,True,3,11.7,12.0,94.0,27.4,2,53,55,Wednesday,Winter
10078,2012-02-29,1,1,2,23,False,2,True,3,11.7,12.0,94.0,27.4,3,30,33,Wednesday,Winter
10079,2012-03-01,1,1,3,0,False,3,True,2,11.7,12.0,94.0,0.0,1,10,11,Thursday,Winter
10080,2012-03-01,1,1,3,1,False,3,True,3,13.6,14.0,94.0,11.3,0,12,12,Thursday,Winter
10081,2012-03-01,1,1,3,2,False,3,True,2,13.6,14.0,94.0,30.6,0,6,6,Thursday,Winter
10082,2012-03-01,1,1,3,3,False,3,True,1,13.6,14.0,94.0,24.1,0,3,3,Thursday,Winter
10083,2012-03-01,1,1,3,4,False,3,True,1,14.6,15.0,88.0,20.9,0,5,5,Thursday,Winter
10084,2012-03-01,1,1,3,5,False,3,True,1,14.6,15.0,88.0,17.7,0,18,18,Thursday,Winter
10085,2012-03-01,1,1,3,6,False,3,True,2,11.7,12.0,94.0,0.0,2,107,109,Thursday,Winter
10086,2012-03-01,1,1,3,7,False,3,True,2,12.7,13.0,94.0,14.5,8,296,304,Thursday,Winter
10087,2012-03-01,1,1,3,8,False,3,True,1,11.7,12.0,94.0,14.5,15,579,594,Thursday,Winter
10088,2012-03-01,1,1,3,9,False,3,True,1,13.6,14.0,77.0,27.4,5,281,286,Thursday,Winter
10089,2012-03-01,1,1,3,10,False,3,True,1,16.4,17.0,55.0,17.7,11,122,133,Thursday,Winter
10090,2012-03-01,1,1,3,11,False,3,True,1,18.3,19.0,43.0,20.9,19,149,168,Thursday,Winter
10091,2012-03-01,1,1,3,12,False,3,True,1,18.3,19.0,37.0,24.1,16,204,220,Thursday,Winter
10092,2012-03-01,1,1,3,13,False,3,True,1,19.3,20.0,32.0,27.4,24,187,211,Thursday,Winter
10093,2012-03-01,1,1,3,14,False,3,True,1,19.3,20.0,35.0,24.1,37,174,211,Thursday,Winter
10094,2012-03-01,1,1,3,15,False,3,True,1,20.2,25.0,31.0,27.4,31,192,223,Thursday,Winter
10095,2012-03-01,1,1,3,16,False,3,True,1,19.3,20.0,32.0,32.2,38,323,361,Thursday,Winter
10096,2012-03-01,1,1,3,17,False,3,True,1,18.3,19.0,35.0,32.2,49,551,600,Thursday,Winter
10097,2012-03-01,1,1,3,18,False,3,True,1,17.4,18.0,34.0,38.6,27,498,525,Thursday,Winter
10098,2012-03-01,1,1,3,19,False,3,True,1,14.6,15.0,41.0,35.4,11,317,328,Thursday,Winter
10099,2012-03-01,1,1,3,20,False,3,True,1,12.7,13.0,44.0,45.1,12,242,254,Thursday,Winter
10100,2012-03-01,1,1,3,21,False,3,True,1,11.7,12.0,47.0,49.9,7,190,197,Thursday,Winter
10101,2012-03-01,1,1,3,22,False,3,True,1,9.9,10.0,50.0,27.4,3,123,126,Thursday,Winter
10102,2012-03-01,1,1,3,23,False,3,True,1,8.9,7.0,50.0,24.1,9,76,85,Thursday,Winter
10103,2012-03-02,1,1,3,0,False,4,True,1,8.0,6.0,53.0,17.7,1,45,46,Friday,Winter
10104,2012-03-02,1,1,3,1,False,4,True,1,8.0,5.0,49.0,24.1,2,18,20,Friday,Winter
10105,2012-03-02,1,1,3,2,False,4,True,1,8.0,5.0,53.0,30.6,2,4,6,Friday,Winter
10106,2012-03-02,1,1,3,3,False,4,True,1,7.0,5.0,57.0,20.9,0,3,3,Friday,Winter
10107,2012-03-02,1,1,3,4,False,4,True,1,7.0,7.0,61.0,0.0,0,2,2,Friday,Winter
10108,2012-03-02,1,1,3,5,False,4,True,1,6.1,6.0,70.0,0.0,0,24,24,Friday,Winter
10109,2012-03-02,1,1,3,6,False,4,True,1,6.1,6.0,70.0,0.0,4,88,92,Friday,Winter
10110,2012-03-02,1,1,3,7,False,4,True,1,6.1,6.0,70.0,0.0,4,258,262,Friday,Winter
10111,2012-03-02,1,1,3,8,False,4,True,1,5.2,4.0,75.0,9.7,16,533,549,Friday,Winter
10112,2012-03-02,1,1,3,9,False,4,True,1,6.1,6.0,81.0,0.0,15,299,314,Friday,Winter
10113,2012-03-02,1,1,3,10,False,4,True,1,8.9,7.0,50.0,17.7,14,118,132,Friday,Winter
10114,2012-03-02,1,1,3,11,False,4,True,1,9.9,10.0,46.0,20.9,40,154,194,Friday,Winter
10115,2012-03-02,1,1,3,12,False,4,True,1,10.8,11.0,43.0,17.7,40,194,234,Friday,Winter
10116,2012-03-02,1,1,3,13,False,4,True,1,11.7,12.0,44.0,24.1,31,191,222,Friday,Winter
10117,2012-03-02,1,1,3,14,False,4,True,2,12.7,13.0,44.0,30.6,29,176,205,Friday,Winter
10118,2012-03-02,1,1,3,15,False,4,True,2,11.7,12.0,50.0,32.2,5,73,78,Friday,Winter
10119,2012-03-02,1,1,3,16,False,4,True,3,10.8,11.0,58.0,32.2,1,49,50,Friday,Winter
10120,2012-03-02,1,1,3,17,False,4,True,3,8.9,7.0,81.0,24.1,5,123,128,Friday,Winter
10121,2012-03-02,1,1,3,18,False,4,True,3,8.9,7.0,87.0,20.9,6,154,160,Friday,Winter
10122,2012-03-02,1,1,3,19,False,4,True,3,8.9,7.0,87.0,20.9,12,162,174,Friday,Winter
10123,2012-03-02,1,1,3,20,False,4,True,2,8.9,7.0,87.0,20.9,7,93,100,Friday,Winter
10124,2012-03-02,1,1,3,21,False,4,True,3,8.9,8.0,87.0,9.7,2,99,101,Friday,Winter
10125,2012-03-02,1,1,3,22,False,4,True,2,8.9,9.0,87.0,0.0,6,69,75,Friday,Winter
10126,2012-03-02,1,1,3,23,False,4,True,2,8.9,9.0,87.0,0.0,4,19,23,Friday,Winter
10127,2012-03-03,1,1,3,0,False,5,False,3,8.9,8.0,93.0,9.7,1,21,22,Saturday,Winter
10128,2012-03-03,1,1,3,1,False,5,False,3,8.9,9.0,93.0,0.0,0,44,44,Saturday,Winter
10129,2012-03-03,1,1,3,2,False,5,False,3,8.9,8.0,93.0,9.7,4,34,38,Saturday,Winter
10130,2012-03-03,1,1,3,3,False,5,False,2,8.9,7.0,93.0,17.7,1,20,21,Saturday,Winter
10131,2012-03-03,1,1,3,4,False,5,False,2,8.9,7.0,93.0,20.9,0,2,2,Saturday,Winter
10132,2012-03-03,1,1,3,5,False,5,False,2,8.9,8.0,93.0,9.7,1,1,2,Saturday,Winter
10133,2012-03-03,1,1,3,6,False,5,False,2,8.9,8.0,93.0,9.7,1,6,7,Saturday,Winter
10134,2012-03-03,1,1,3,7,False,5,False,2,8.9,7.0,93.0,14.5,2,14,16,Saturday,Winter
10135,2012-03-03,1,1,3,8,False,5,False,3,8.9,9.0,93.0,0.0,2,46,48,Saturday,Winter
10136,2012-03-03,1,1,3,9,False,5,False,3,9.9,10.0,87.0,9.7,7,87,94,Saturday,Winter
10137,2012-03-03,1,1,3,10,False,5,False,2,10.8,11.0,87.0,0.0,31,137,168,Saturday,Winter
10138,2012-03-03,1,1,3,11,False,5,False,2,10.8,11.0,87.0,9.7,33,181,214,Saturday,Winter
10139,2012-03-03,1,1,3,12,False,5,False,2,11.7,12.0,67.0,27.4,47,252,299,Saturday,Winter
10140,2012-03-03,1,1,3,13,False,5,False,1,12.7,13.0,51.0,30.6,87,252,339,Saturday,Winter
10141,2012-03-03,1,1,3,14,False,5,False,2,13.6,14.0,44.0,38.6,151,279,430,Saturday,Winter
10142,2012-03-03,1,1,3,15,False,5,False,1,14.6,15.0,29.0,32.2,145,254,399,Saturday,Winter
10143,2012-03-03,1,1,3,16,False,5,False,1,15.5,16.0,27.0,32.2,167,300,467,Saturday,Winter
10144,2012-03-03,1,1,3,17,False,5,False,1,15.5,16.0,23.0,35.4,106,279,385,Saturday,Winter
10145,2012-03-03,1,1,3,18,False,5,False,1,15.5,16.0,25.0,27.4,53,250,303,Saturday,Winter
10146,2012-03-03,1,1,3,19,False,5,False,1,13.6,14.0,33.0,17.7,34,191,225,Saturday,Winter
10147,2012-03-03,1,1,3,20,False,5,False,1,12.7,13.0,30.0,14.5,28,121,149,Saturday,Winter
10148,2012-03-03,1,1,3,21,False,5,False,1,13.6,14.0,19.0,35.4,24,130,154,Saturday,Winter
10149,2012-03-03,1,1,3,22,False,5,False,1,12.7,13.0,21.0,14.5,19,115,134,Saturday,Winter
10150,2012-03-03,1,1,3,23,False,5,False,1,11.7,12.0,24.0,0.0,12,94,106,Saturday,Winter
10151,2012-03-04,1,1,3,0,False,6,False,2,10.8,11.0,30.0,38.6,5,67,72,Sunday,Winter
10152,2012-03-04,1,1,3,1,False,6,False,2,9.9,10.0,34.0,20.9,16,60,76,Sunday,Winter
10153,2012-03-04,1,1,3,2,False,6,False,2,8.9,7.0,40.0,17.7,14,66,80,Sunday,Winter
10154,2012-03-04,1,1,3,3,False,6,False,2,8.9,7.0,43.0,14.5,5,21,26,Sunday,Winter
10155,2012-03-04,1,1,3,4,False,6,False,2,8.0,6.0,46.0,20.9,3,11,14,Sunday,Winter
10156,2012-03-04,1,1,3,5,False,6,False,2,8.0,5.0,46.0,24.1,0,5,5,Sunday,Winter
10157,2012-03-04,1,1,3,6,False,6,False,2,6.1,2.0,52.0,32.2,0,5,5,Sunday,Winter
10158,2012-03-04,1,1,3,7,False,6,False,2,6.1,2.0,52.0,32.2,2,21,23,Sunday,Winter
10159,2012-03-04,1,1,3,8,False,6,False,1,6.1,2.0,52.0,35.4,12,54,66,Sunday,Winter
10160,2012-03-04,1,1,3,9,False,6,False,1,6.1,2.0,49.0,48.3,14,104,118,Sunday,Winter
10161,2012-03-04,1,1,3,10,False,6,False,1,6.1,2.0,49.0,35.4,31,161,192,Sunday,Winter
10162,2012-03-04,1,1,3,11,False,6,False,1,7.0,3.0,45.0,41.8,64,192,256,Sunday,Winter
10163,2012-03-04,1,1,3,12,False,6,False,1,8.0,4.0,42.0,38.6,71,256,327,Sunday,Winter
10164,2012-03-04,1,1,3,13,False,6,False,1,8.9,6.0,37.0,38.6,108,256,364,Sunday,Winter
10165,2012-03-04,1,1,3,14,False,6,False,1,8.9,6.0,34.0,38.6,106,226,332,Sunday,Winter
10166,2012-03-04,1,1,3,15,False,6,False,1,8.9,5.0,32.0,56.3,82,252,334,Sunday,Winter
10167,2012-03-04,1,1,3,16,False,6,False,1,8.9,5.0,29.0,53.1,68,231,299,Sunday,Winter
10168,2012-03-04,1,1,3,17,False,6,False,1,8.0,3.0,31.0,59.5,49,214,263,Sunday,Winter
10169,2012-03-04,1,1,3,18,False,6,False,1,7.0,2.0,33.0,66.0,20,164,184,Sunday,Winter
10170,2012-03-04,1,1,3,19,False,6,False,1,6.1,1.0,36.0,53.1,12,120,132,Sunday,Winter
10171,2012-03-04,1,1,3,20,False,6,False,1,5.2,2.0,38.0,27.4,8,80,88,Sunday,Winter
10172,2012-03-04,1,1,3,21,False,6,False,1,5.2,2.0,36.0,24.1,9,70,79,Sunday,Winter
10173,2012-03-04,1,1,3,22,False,6,False,1,4.2,-0.0,41.0,27.4,9,53,62,Sunday,Winter
10174,2012-03-04,1,1,3,23,False,6,False,1,4.2,1.0,41.0,20.9,2,24,26,Sunday,Winter
10175,2012-03-05,1,1,3,0,False,0,True,1,3.3,-1.0,44.0,20.9,2,15,17,Monday,Winter
10176,2012-03-05,1,1,3,1,False,0,True,1,3.3,-0.0,48.0,14.5,3,3,6,Monday,Winter
10177,2012-03-05,1,1,3,2,False,0,True,1,3.3,-0.0,48.0,14.5,1,3,4,Monday,Winter
10178,2012-03-05,1,1,3,3,False,0,True,1,2.3,-1.0,51.0,17.7,0,1,1,Monday,Winter
